Year,Month,Day,Population,Residential Properties,Non-residential property,Water_Supplied_inMLD,Industry
2017,4,9,4754262,1318310,397200,1185.88,
2017,4,10,4754392,1318437,397327,1203.2,
2017,4,11,4754522,1318564,397454,1155.91,
2017,4,12,4754652,1318691,397581,1210.92,
2017,4,13,4754782,1318818,397708,1218.83,
2017,4,14,4754912,1318945,397835,1129.48,
2017,4,15,4755042,1319072,397962,1251.23,
2017,4,16,4755172,1319199,398089,1219.51,
2017,4,17,4755302,1319326,398216,1247.32,
2017,4,18,4755432,1319453,398343,1236.06,
2017,4,19,4755562,1319580,398470,1137.98,
2017,4,20,4755692,1319707,398597,1210.98,
2017,4,21,4755822,1319834,398724,1188.8,
2017,4,22,4755952,1319961,398851,1218.36,
2017,4,23,4756082,1320088,398978,1239.48,
2017,4,24,4756212,1320215,399105,1222.44,
2017,4,25,4756342,1320342,399232,1170.52,
2017,4,26,4756472,1320469,399359,1250.89,
2017,4,27,4756602,1320596,399486,1211.75,
2017,4,28,4756732,1320723,399613,1153.4,
2017,4,29,4756862,1320850,399740,1207.74,
2017,4,30,4756992,1320977,399867,1252.22,
2017,5,1,4757122,1321104,399994,1199.95,
2017,5,2,4757252,1321231,400121,1234.71,
2017,5,3,4757382,1321358,400248,1251.29,
,,,,,,1088.711518,
